Timestamp,CH1,CH2,CH3,Label,Phase
422917,0.510358334674615,0.6247831777132559,0.6356183646821362,THREE,Phase_3_Mouthing
422921,0.2926947708134887,0.6840054346179781,0.5400595644385622,THREE,Phase_3_Mouthing
422925,0.17919211553336176,0.7765513148776295,0.4492020455196289,THREE,Phase_3_Mouthing
422929,0.21870653215674596,0.8864749344615707,0.37651632756443654,THREE,Phase_3_Mouthing
422933,0.38013376949913286,0.9591323568034577,0.33749122274070076,THREE,Phase_3_Mouthing
422937,0.5671303332189622,0.9582245633349954,0.3359059014295464,THREE,Phase_3_Mouthing
422941,0.6828844511018131,0.9017379848869203,0.3600406744212497,THREE,Phase_3_Mouthing
422945,0.6879242807932604,0.838274642748302,0.39192721353819393,THREE,Phase_3_Mouthing
422949,0.6139673661000642,0.8023459395844647,0.41802951672800753,THREE,Phase_3_Mouthing
422953,0.538419448188393,0.8020881137859496,0.43267959724102606,THREE,Phase_3_Mouthing
422957,0.5219146287371308,0.833486780854805,0.4368049400892549,THREE,Phase_3_Mouthing
422961,0.5431695771645823,0.8843859032790582,0.43648797427474606,THREE,Phase_3_Mouthing
422965,0.5134093024000714,0.9294741595771682,0.4400378793513816,THREE,Phase_3_Mouthing
422969,0.3859740284489228,0.9426026228260169,0.45211069380928304,THREE,Phase_3_Mouthing
422973,0.24000616783911927,0.9197106312679121,0.4693800441140771,THREE,Phase_3_Mouthing
422977,0.21724009873612155,0.88149134020384,0.4829304478883527,THREE,Phase_3_Mouthing
422981,0.3689938888130293,0.8535463555649528,0.48590952413199795,THREE,Phase_3_Mouthing
422985,0.5957155669901287,0.8491443622501724,0.4794831836739502,THREE,Phase_3_Mouthing
422989,0.7478434347653241,0.8663939037698978,0.4712443009186285,THREE,Phase_3_Mouthing
422993,0.7598306811668213,0.8927917474549053,0.46729488967701593,THREE,Phase_3_Mouthing
422997,0.6778956973601147,0.912822526945061,0.4664827776057466,THREE,Phase_3_Mouthing
423001,0.588777162256602,0.9178515463325941,0.46352947598473854,THREE,Phase_3_Mouthing
423005,0.5420958187501903,0.9099407181133109,0.45679915728051856,THREE,Phase_3_Mouthing
423009,0.5278567716819523,0.8931698656284913,0.4502806685532747,THREE,Phase_3_Mouthing
423013,0.5107588375542351,0.8645161476059813,0.44736849249778604,THREE,Phase_3_Mouthing
423017,0.47977450152122103,0.8213873502879747,0.4457002323165076,THREE,Phase_3_Mouthing
423021,0.462269144127261,0.7778083025542831,0.4411596083934018,THREE,Phase_3_Mouthing
423025,0.49005971806312504,0.7613756685000272,0.43571591555436817,THREE,Phase_3_Mouthing
423029,0.5539584988555217,0.7847014367024514,0.4368023009406411,THREE,Phase_3_Mouthing
423033,0.5982902932307496,0.8233157612177306,0.44750735017386273,THREE,Phase_3_Mouthing
423037,0.5756698491465487,0.8326027818628485,0.46117691290516627,THREE,Phase_3_Mouthing
423041,0.5104311160242652,0.7918836703384629,0.4681014154809994,THREE,Phase_3_Mouthing
423045,0.48037336875909803,0.7271801955160592,0.46471191559734376,THREE,Phase_3_Mouthing
423049,0.5191917376626013,0.6843248425598809,0.4546847840071181,THREE,Phase_3_Mouthing
423053,0.5676148844808111,0.6814045959260758,0.44424007499062235,THREE,Phase_3_Mouthing
423057,0.5483164233715881,0.6950621430634043,0.4373403238956358,THREE,Phase_3_Mouthing
423061,0.4666711687445723,0.6942204050778874,0.43216709722572627,THREE,Phase_3_Mouthing
423065,0.40677322741138905,0.6751784594241484,0.42213193212907446,THREE,Phase_3_Mouthing
423069,0.4307345011494576,0.6538947296162241,0.40375852061133377,THREE,Phase_3_Mouthing
423073,0.5012166424953863,0.6367242879058141,0.3830779096952135,THREE,Phase_3_Mouthing
423077,0.5183798224281734,0.6212678543970647,0.3706510825423098,THREE,Phase_3_Mouthing
423081,0.4364201889894773,0.6212424615545848,0.3702284154006671,THREE,Phase_3_Mouthing
423085,0.32783034736328204,0.6602459671030477,0.3746367566596813,THREE,Phase_3_Mouthing
423089,0.3136530134783387,0.7310334403391103,0.3727393243536222,THREE,Phase_3_Mouthing
423093,0.4326688062128854,0.7840128969192609,0.35936640553226923,THREE,Phase_3_Mouthing
423097,0.5957422123965347,0.7718187493636803,0.3393780942109732,THREE,Phase_3_Mouthing
423101,0.6738616539837798,0.6963000379746106,0.32330106290755195,THREE,Phase_3_Mouthing
423105,0.6184432665357454,0.6051322806763089,0.3184426619219758,THREE,Phase_3_Mouthing
