Timestamp,CH1,CH2,CH3,Label,Phase
431157,0.5393800083055161,0.5802165089088132,0.6596694423603816,ONE,Phase_3_Mouthing
431161,0.46383552153509916,0.5714165345860647,0.627038577824519,ONE,Phase_3_Mouthing
431165,0.3846634405926452,0.5515782946330648,0.6110285461282525,ONE,Phase_3_Mouthing
431169,0.32576704148959185,0.5300208452773638,0.6096092267384634,ONE,Phase_3_Mouthing
431173,0.3206975910948433,0.5298198795602588,0.606841616809926,ONE,Phase_3_Mouthing
431177,0.36980465492480113,0.55975757932922,0.5942549300294951,ONE,Phase_3_Mouthing
431181,0.43100150643141627,0.6000485495118808,0.5801482835846272,ONE,Phase_3_Mouthing
431185,0.4561557710453268,0.6168575578239208,0.5761884406179782,ONE,Phase_3_Mouthing
431189,0.43390177691070225,0.5907157891647465,0.5812280369010262,ONE,Phase_3_Mouthing
431193,0.39656046502439996,0.5328484651626169,0.5836032372288028,ONE,Phase_3_Mouthing
431197,0.38577445666211096,0.47588300284908575,0.5768254883205737,ONE,Phase_3_Mouthing
431201,0.4149869025118681,0.45022028321467594,0.5676206102746629,ONE,Phase_3_Mouthing
431205,0.46860876803691986,0.4673894819616325,0.5678657186038022,ONE,Phase_3_Mouthing
431209,0.5261115673067894,0.5173880046306452,0.5818627193633489,ONE,Phase_3_Mouthing
431213,0.5688787028654606,0.5745003486061953,0.6030682417771306,ONE,Phase_3_Mouthing
431217,0.5702833880152552,0.6096408623149004,0.6217301132861653,ONE,Phase_3_Mouthing
431221,0.507966554770515,0.6078503696132392,0.6344393501310691,ONE,Phase_3_Mouthing
431225,0.39928903163827434,0.5798560031914615,0.6471825590122687,ONE,Phase_3_Mouthing
431229,0.3111309828841915,0.5555047203888281,0.6695718148691513,ONE,Phase_3_Mouthing
431233,0.314197021145182,0.5613785626200184,0.7042971480230538,ONE,Phase_3_Mouthing
431237,0.4150478881179931,0.5996279375818253,0.7417346617585789,ONE,Phase_3_Mouthing
431241,0.5362621127770258,0.646280172474684,0.7676992471693224,ONE,Phase_3_Mouthing
431245,0.581595623689198,0.6720644302413654,0.7778544969246229,ONE,Phase_3_Mouthing
431249,0.5316939511428962,0.6673718242201571,0.7820234183842987,ONE,Phase_3_Mouthing
431253,0.4640323628934548,0.6479511052885766,0.7931238295540014,ONE,Phase_3_Mouthing
431257,0.4654192424862209,0.6373632927897698,0.8146224942774488,ONE,Phase_3_Mouthing
431261,0.5359433448004831,0.6443066866757821,0.8405395909569102,ONE,Phase_3_Mouthing
431265,0.5994282724627943,0.65567690719645,0.8644847293060024,ONE,Phase_3_Mouthing
431269,0.6015350244550363,0.651122805814593,0.8841463116431989,ONE,Phase_3_Mouthing
431273,0.5676540117142068,0.6259262393172595,0.8976927512930594,ONE,Phase_3_Mouthing
431277,0.558012977753155,0.6000677969704598,0.9023789847634255,ONE,Phase_3_Mouthing
431281,0.5947393584734944,0.601557424674991,0.9003349983723559,ONE,Phase_3_Mouthing
431285,0.6510673605747329,0.6374209965250327,0.899729648183609,ONE,Phase_3_Mouthing
431289,0.694619668275302,0.6828686997320457,0.9035311243431773,ONE,Phase_3_Mouthing
431293,0.7190987101704227,0.7035821169493176,0.9021402269966362,ONE,Phase_3_Mouthing
431297,0.7342339259227818,0.6885071019706634,0.8868091563446159,ONE,Phase_3_Mouthing
431301,0.7397741055505538,0.6570764621690042,0.867892180883688,ONE,Phase_3_Mouthing
431305,0.7217770254549538,0.6363107182158263,0.8677465977889685,ONE,Phase_3_Mouthing
431309,0.676710401275995,0.6386086462428398,0.8920533731009949,ONE,Phase_3_Mouthing
431313,0.6309264189786807,0.6625859457609133,0.9175701918309846,ONE,Phase_3_Mouthing
431317,0.6231959147203777,0.7029070157937041,0.9159357184839331,ONE,Phase_3_Mouthing
431321,0.6603235386702799,0.7462247638021701,0.8854137560363587,ONE,Phase_3_Mouthing
431325,0.6974703525141293,0.7617546859227345,0.8510976573761119,ONE,Phase_3_Mouthing
431329,0.6801270621850299,0.7166787038781604,0.8345736187034879,ONE,Phase_3_Mouthing
431333,0.6095657291545055,0.6168594414624969,0.8321600006837456,ONE,Phase_3_Mouthing
431337,0.5476230652914121,0.5248750044084729,0.8272318124384614,ONE,Phase_3_Mouthing
431341,0.5460227800344306,0.514881879836693,0.8164750379979319,ONE,Phase_3_Mouthing
431345,0.5922362900746894,0.5988496515714039,0.8131848302735596,ONE,Phase_3_Mouthing
431349,0.6435356776962677,0.7098413626491578,0.8247825513939191,ONE,Phase_3_Mouthing
431353,0.6913843739380394,0.7715473040229224,0.8387536632347818,ONE,Phase_3_Mouthing
431357,0.758111593181242,0.7756260341381972,0.8379650549969886,ONE,Phase_3_Mouthing
431361,0.8374921788029394,0.7735697903535018,0.8225613215931683,ONE,Phase_3_Mouthing
431365,0.8742423935576543,0.7989809378286891,0.8071760704574291,ONE,Phase_3_Mouthing
431369,0.815531890201634,0.8253163086299762,0.8000080842972459,ONE,Phase_3_Mouthing
431373,0.67289883824939,0.8101579297404699,0.795305301792432,ONE,Phase_3_Mouthing
431377,0.5305972733017795,0.7582685556145025,0.787622430493188,ONE,Phase_3_Mouthing
431381,0.49020717914199025,0.7185885331361519,0.7832786750287325,ONE,Phase_3_Mouthing
431385,0.5885135684634344,0.7266661078637816,0.7905782945329127,ONE,Phase_3_Mouthing
431389,0.7590034161589836,0.7685594650184323,0.8038409504158867,ONE,Phase_3_Mouthing
431393,0.8861044072683907,0.7991251816085309,0.8064836690611883,ONE,Phase_3_Mouthing
431397,0.9042642787739157,0.7810406565045999,0.7908407585382179,ONE,Phase_3_Mouthing
431401,0.8344750095748642,0.7085743343768022,0.7678802961885012,ONE,Phase_3_Mouthing
431405,0.7313902111890809,0.612747257058643,0.7536469435773477,ONE,Phase_3_Mouthing
431409,0.6285202230709341,0.5518838090191148,0.7511539970830854,ONE,Phase_3_Mouthing
431413,0.5466680685106,0.5835223803765466,0.7516601838134421,ONE,Phase_3_Mouthing
431417,0.5176215154671109,0.721773617033055,0.7509803757088888,ONE,Phase_3_Mouthing
